source,title,description,text,label
CryptoPotato,Dfinity Unveils ckBTC for Faster and Affordable Bitcoin Transactions,The developers compared the token to a liquid form of bitcoin that dramatically slashes confirmation times and fees. ,Source: CryptoPotato Title: Dfinity Unveils ckBTC for Faster and Affordable Bitcoin Transactions Description: The developers compared the token to a liquid form of bitcoin that dramatically slashes confirmation times and fees. ,1
CoinTelegraph,"Japan FSA flags Binance, Bybit, others for operating without registration","Japan's FSA warns Binance, Bybit, MEXC Global and BitForex, among others, for unregistered operations as it cracks down on crypto exchanges in Japan.","Source: CoinTelegraph Title: Japan FSA flags Binance, Bybit, others for operating without registration Description: Japan's FSA warns Binance, Bybit, MEXC Global and BitForex, among others, for unregistered operations as it cracks down on crypto exchanges in Japan.",1
CoinTelegraph,Astar Network to launch smart contracts that support two virtual machines,The Astar Network team claimed that having two virtual machines is a key success factor in a budding layer-1 blockchain.,Source: CoinTelegraph Title: Astar Network to launch smart contracts that support two virtual machines Description: The Astar Network team claimed that having two virtual machines is a key success factor in a budding layer-1 blockchain.,1
CryptoNews,"Quebec Resident Lost $205,000 to a Crypto Scammer \x93 Here's What Happened","A resident of Quebec, Canada, has explained how he was duped out of almost $205,000 worth of tokens in an elaborate crypto scam.","Source: CryptoNews Title: Quebec Resident Lost $205,000 to a Crypto Scammer \x93 Here's What Happened Description: A resident of Quebec, Canada, has explained how he was duped out of almost $205,000 worth of tokens in an elaborate crypto scam.",0
CryptoPotato,UK Banks Refuse to Work With Crypto Companies: Report,"UK banks have resorted to rejecting applications, freezing accounts, and requesting additional paperwork from crypto firms.\xa0","Source: CryptoPotato Title: UK Banks Refuse to Work With Crypto Companies: Report Description: UK banks have resorted to rejecting applications, freezing accounts, and requesting additional paperwork from crypto firms.\xa0",1
CoinTelegraph,What are dynamic NFTs?: Use cases and examples,"Explore use cases and examples of dynamic NFTs, unique digital assets that can be programmed to change over time.","Source: CoinTelegraph Title: What are dynamic NFTs?: Use cases and examples Description: Explore use cases and examples of dynamic NFTs, unique digital assets that can be programmed to change over time.",0
CryptoNews,Arbitrum Price Prediction as $1 Billion ARB Proposal Goes Wrong \x93 Here's Where ARB is Heading Now,"After a highly publicized airdrop, ARB, the new token in the Arbitrum ecosystem exploded to $11.80 \x93 the all-time high before dumping to trade at $1.21, which represents a 90% downswing from the record high.This...","Source: CryptoNews Title: Arbitrum Price Prediction as $1 Billion ARB Proposal Goes Wrong \x93 Here's Where ARB is Heading Now Description: After a highly publicized airdrop, ARB, the new token in the Arbitrum ecosystem exploded to $11.80 \x93 the all-time high before dumping to trade at $1.21, which represents a 90% downswing from the record high.This...",0
CoinTelegraph,Sandwich trading bots lose bread and butter in $25M exploit,The CertiK team told Cointelegraph that this is one of the biggest exploits that they’ve seen on MEV bots since September 2022.,Source: CoinTelegraph Title: Sandwich trading bots lose bread and butter in $25M exploit Description: The CertiK team told Cointelegraph that this is one of the biggest exploits that they’ve seen on MEV bots since September 2022.,1
CryptoPotato,"Arbitrum Walks Back on Problematic Proposal, Foundation Cites ‘Communication Blunder’",The Arbitrum team issued a clarification stating that the proposal was a ratification and not a request.,"Source: CryptoPotato Title: Arbitrum Walks Back on Problematic Proposal, Foundation Cites ‘Communication Blunder’ Description: The Arbitrum team issued a clarification stating that the proposal was a ratification and not a request.",0
CryptoNews,Crypto Companies Make Complaints to UK Government Amid Banking Woes \x93 What's Going On?,Access to banking has gotten so limited in the UK over the past few weeks that crypto companies had to complain directly to Prime Minister Rishi Sunak's government.,Source: CryptoNews Title: Crypto Companies Make Complaints to UK Government Amid Banking Woes \x93 What's Going On? Description: Access to banking has gotten so limited in the UK over the past few weeks that crypto companies had to complain directly to Prime Minister Rishi Sunak's government.,0
CryptoNews,U.S. Government's Case Against Voyager-Binance.US Merger Given Weight by Judge \x93 Here's the Latest,The government's case against Binance.US' plans for an acquisition of bankrupt crypto lender Voyager Digital got a little stronger after a judge decided to halt the merger of the firms.,Source: CryptoNews Title: U.S. Government's Case Against Voyager-Binance.US Merger Given Weight by Judge \x93 Here's the Latest Description: The government's case against Binance.US' plans for an acquisition of bankrupt crypto lender Voyager Digital got a little stronger after a judge decided to halt the merger of the firms.,1
CryptoNews,The Metaverse Faces Uphill Battle as Tech Giants Struggle to Turn Concept into Reality \x93 Can the Industry be Saved?,"While tech giants continue to pour billions into the Metaverse's development, industry observers caution it could take years before the concept lives up to its promise, but also that the nascent stage allows its developers to try to avoid repeating the mistakes that were made when the internet was created.","Source: CryptoNews Title: The Metaverse Faces Uphill Battle as Tech Giants Struggle to Turn Concept into Reality \x93 Can the Industry be Saved? Description: While tech giants continue to pour billions into the Metaverse's development, industry observers caution it could take years before the concept lives up to its promise, but also that the nascent stage allows its developers to try to avoid repeating the mistakes that were made when the internet was created.",0
CoinTelegraph,BitKeep Wallet hits 10 million users driven by successful Arbitrum airdrop,"In March, the platform claimed to have successfully onboarded over 560,000 new users.","Source: CoinTelegraph Title: BitKeep Wallet hits 10 million users driven by successful Arbitrum airdrop Description: In March, the platform claimed to have successfully onboarded over 560,000 new users.",1
CryptoNews,South Korea Stunned by 'Crypto-motivated' Murder \x93 Is Crypto Crime on the Rise?,"South Korea has been rocked by the apparent kidnap and murder of a 48-year-old woman in Gangnam, Seoul \x93 a crime that seems to have been motivated by crypto. Four suspects have been arrested.","Source: CryptoNews Title: South Korea Stunned by 'Crypto-motivated' Murder \x93 Is Crypto Crime on the Rise? Description: South Korea has been rocked by the apparent kidnap and murder of a 48-year-old woman in Gangnam, Seoul \x93 a crime that seems to have been motivated by crypto. Four suspects have been arrested.",0
CryptoNews,XRP Price Prediction as XRP Blasts Past $0.50 Resistance \x93Â\xa0$1 XRP Soon?,"The XRP price has barely budged in the past 24 hours, rising by 0.2%, with its current price of $0.517976 representing a gain of 15% in the past week.","Source: CryptoNews Title: XRP Price Prediction as XRP Blasts Past $0.50 Resistance \x93Â\xa0$1 XRP Soon? Description: The XRP price has barely budged in the past 24 hours, rising by 0.2%, with its current price of $0.517976 representing a gain of 15% in the past week.",0
CryptoNews,Billionaire Crypto Mogul Justin Sun Denies Rumors on Huobi Exchange Stake Sell,Billionaire crypto entrepreneur Justin Sun has denied claims that he is considering divesting his stake in the global cryptocurrency exchange Huobi.,Source: CryptoNews Title: Billionaire Crypto Mogul Justin Sun Denies Rumors on Huobi Exchange Stake Sell Description: Billionaire crypto entrepreneur Justin Sun has denied claims that he is considering divesting his stake in the global cryptocurrency exchange Huobi.,0
CoinTelegraph,Bitcoin liquidity drops to 10-month low amid US bank run,The banking crisis has impacted U.S.-based exchanges the most where traders have suffered due to increased price volatility.,Source: CoinTelegraph Title: Bitcoin liquidity drops to 10-month low amid US bank run Description: The banking crisis has impacted U.S.-based exchanges the most where traders have suffered due to increased price volatility.,1
CoinTelegraph,The view from Paris Blockchain Week 2023: Web3 builds while the city burns,It was champagne and optimism for Paris Blockchain Week 2023 despite the backdrop of Parisian protests and economic uncertainty.,Source: CoinTelegraph Title: The view from Paris Blockchain Week 2023: Web3 builds while the city burns Description: It was champagne and optimism for Paris Blockchain Week 2023 despite the backdrop of Parisian protests and economic uncertainty.,0
CryptoNews,"Bitcoin Price and Ethereum Prediction: Crucial Week Ahead, with US Nonfarm Payroll Taking Center Stage","As we embark on a pivotal week for the cryptocurrency market, both Bitcoin and Ethereum prices are in the spotlight, with the US Nonfarm Payroll report serving as a key focus for investors. The potential impact of this economic data release could influence the trajectory of the leading cryptocurrencies, as market participants closely monitor the unfolding events.","Source: CryptoNews Title: Bitcoin Price and Ethereum Prediction: Crucial Week Ahead, with US Nonfarm Payroll Taking Center Stage Description: As we embark on a pivotal week for the cryptocurrency market, both Bitcoin and Ethereum prices are in the spotlight, with the US Nonfarm Payroll report serving as a key focus for investors. The potential impact of this economic data release could influence the trajectory of the leading cryptocurrencies, as market participants closely monitor the unfolding events.",0
